scheme_code,scheme_name,Risk,nav,scheme_category,nfund_houseav,scheme_type,fund_house
139131, HDFC FMP 1114D MARCH 2016 (1) - Direct Option - Growth Option,nan,10.00110,Income,,Close Ended Schemes,HDFC Mutual Fund
139132, HDFC FMP 1114D MARCH 2016 (1) - Regular Option - Dividend Option,nan,10.00080,Income,,Close Ended Schemes,HDFC Mutual Fund
139133, HDFC FMP 1114D MARCH 2016 (1) - Regular Option - Growth Option,nan,10.00080,Income,,Close Ended Schemes,HDFC Mutual Fund
139134, HDFC FMP 1114D MARCH 2016 (1) - Regular Option - Quarterly Dividend Option,nan,10.00080,Income,,Close Ended Schemes,HDFC Mutual Fund
139135, HDFC FMP 1114D MARCH 2016 (1) - Direct Option - Dividend Option,nan,10.00110,Income,,Close Ended Schemes,HDFC Mutual Fund
139137, HDFC FMP 1120D MARCH 2016 (1) - Regular Option - Dividend Option,nan,9.99980,Income,,Close Ended Schemes,HDFC Mutual Fund
139138, HDFC FMP 1120D MARCH 2016 (1) - Regular Option - Growth Option,nan,9.99980,Income,,Close Ended Schemes,HDFC Mutual Fund
139139, HDFC FMP 1120D MARCH 2016 (1) - Direct Option - Growth Option,nan,10.00000,Income,,Close Ended Schemes,HDFC Mutual Fund
139141, HDFC FMP 1120D MARCH 2016 (1) - Direct Option - Dividend Option,nan,10.00000,Income,,Close Ended Schemes,HDFC Mutual Fund
139143, Reliance Fixed Horizon Fund XXX- Series 17- Growth Option,nan,10.04150,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139144, Reliance Fixed Horizon Fund XXX- Series 17- Dividend Payout Option,nan,10.04150,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139145, Reliance Fixed Horizon Fund XXX- Series 17- Direct Plan-Growth Option,nan,10.04290,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139146, Reliance Fixed Horizon Fund XXX- Series 17- Direct Plan-Dividend Payout Option,nan,10.04290,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139171, HDFC FMP 1190D March 2016 (1)-Regular Option-Growth Option,nan,10.00150,Income,,Close Ended Schemes,HDFC Mutual Fund
139172, HDFC FMP 1190D March 2016 (1)-Regular Option-Dividend Option,nan,10.00150,Income,,Close Ended Schemes,HDFC Mutual Fund
139173, HDFC FMP 1190D March 2016 (1)-Regular Option-Quarterly Dividend Option,nan,10.00150,Income,,Close Ended Schemes,HDFC Mutual Fund
139174, HDFC FMP 1190D March 2016 (1)-Direct Option-Dividend Option,nan,10.00170,Income,,Close Ended Schemes,HDFC Mutual Fund
139175, HDFC FMP 1190D March 2016 (1)-Direct Option-Quarterly Dividend Option,nan,10.00170,Income,,Close Ended Schemes,HDFC Mutual Fund
139176, HDFC FMP 1190D March 2016 (1)-Direct Option-Growth Option,nan,10.00170,Income,,Close Ended Schemes,HDFC Mutual Fund
139178, ICICI Prudential Fixed Maturity Plan - Series 78 - 1115 Days Plan X Cumulative Option,nan,11.91970,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139179, ICICI Prudential Fixed Maturity Plan - Series 78 - 1115 Days Plan X Direct Plan Dividend Option,nan,11.94000,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139180, ICICI Prudential Fixed Maturity Plan - Series 78 - 1115 Days Plan X Direct Plan Cumulative Option,nan,11.94000,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139181, UTI Dynamic Bond Fund - Regular Plan - Half-Yearly IDCW,nan,10.02670,Debt Scheme - Dynamic Bond,,Open Ended Schemes,UTI Mutual Fund
139192, HDFC FMP 1107D March 2016 (1) - Direct Option - Dividend Option,nan,9.99800,Income,,Close Ended Schemes,HDFC Mutual Fund
139193, HDFC FMP 1107D March 2016 (1) - Direct Option - Growth Option,nan,9.99800,Income,,Close Ended Schemes,HDFC Mutual Fund
139194, HDFC FMP 1107D March 2016 (1) - Regular Option - Dividend Option,nan,9.99780,Income,,Close Ended Schemes,HDFC Mutual Fund
139195, HDFC FMP 1107D March 2016 (1) - Regular Option - Quarterly Dividend Option,nan,9.99780,Income,,Close Ended Schemes,HDFC Mutual Fund
139196, HDFC FMP 1107D March 2016 (1) - Regular Option - Growth Option,nan,9.99780,Income,,Close Ended Schemes,HDFC Mutual Fund
139197, HDFC FMP 1107D March 2016 (1) - Direct Option - Quarterly Dividend Option,nan,9.99800,Income,,Close Ended Schemes,HDFC Mutual Fund
139198, IDFC Corporate Bond Fund - Direct Monthly IDCW,nan,10.03810,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,IDFC Mutual Fund
139199, IDFC Corporate Bond Fund - Direct Quarterly IDCW,nan,10.01590,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,IDFC Mutual Fund
139200, IDFC Corporate Bond Fund - Direct Half Yearly IDCW,nan,10.73660,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,IDFC Mutual Fund
139201, IDFC Corporate Bond Fund - Direct Annual IDCW,nan,10.00960,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,IDFC Mutual Fund
139202, IDFC Corporate Bond Fund - Regular Monthly IDCW,nan,9.99470,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,IDFC Mutual Fund
139203, IDFC Corporate Bond Fund - Regular Half Yearly IDCW,nan,10.01070,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,IDFC Mutual Fund
139204, IDFC Corporate Bond Fund - Regular Annual IDCW,nan,10.13940,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,IDFC Mutual Fund
139205, IDFC Corporate Bond Fund - Regular Quarterly IDCW,nan,10.01330,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,IDFC Mutual Fund
139219, Principal Arbitrage Fund - Direct Plan- Monthly Income Distribution CUM Capital Withdrawal,nan,10.02500,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,Principal Mutual Fund
139221, Principal Arbitrage Fund - Direct Plan - Growth,nan,10.02500,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,Principal Mutual Fund
139222, Principal Arbitrage Fund - Regular Plan - Monthly Income Distribution CUM Capital Withdrawal,nan,10.02440,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,Principal Mutual Fund
139224, Principal Arbitrage Fund - Regular Plan - Growth,nan,10.02440,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,Principal Mutual Fund
139235, Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option,nan,1000.00000,Debt Scheme - Liquid Fund,,Open Ended Schemes,Canara Robeco Mutual Fund
139236, UTI MMF - Regular Plan - Flexi Dividend Option,nan,1000.22510,Debt Scheme - Money Market Fund,,Open Ended Schemes,UTI Mutual Fund
139237, HSBC Cash Fund - Unclaimed Dividend Below 3 years,nan,,,,,
139238, HSBC Cash Fund - Unclaimed Dividend Above 3 years,nan,,,,,
139239, HSBC Cash Fund - Unclaimed Redemption Above 3 years,nan,,,,,
139240, HSBC Cash Fund - Unclaimed Redemption Below 3 years,nan,,,,,
139245, Reliance Fixed Horizon Fund XXX- Series 18- Direct Plan-Dividend Payout Option,nan,10.00880,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139246, Reliance Fixed Horizon Fund XXX- Series 18- Dividend Payout Option,nan,10.00740,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139247, Reliance Fixed Horizon Fund XXX- Series 18- Direct Plan-Growth Option,nan,10.00880,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139248, Reliance Fixed Horizon Fund XXX- Series 18- Growth Option,nan,10.00740,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139249, Reliance Dual Advantage Fixed Tenure Fund IX- Plan C- Direct Plan-Growth Option,nan,10.05090,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139250, Reliance Dual Advantage Fixed Tenure Fund IX- Plan C- Growth Option,nan,10.04910,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139251, Reliance Dual Advantage Fixed Tenure Fund IX- Plan C- Direct Plan-Dividend Payout Option,nan,10.05090,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139252, Reliance Dual Advantage Fixed Tenure Fund IX- Plan C- Dividend Payout Option,nan,10.04910,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139253, ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Cumulative Option,nan,11.70760,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139254, ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Dividend Option,nan,11.70760,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139255, ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Direct Plan Cumulative Option,nan,11.79500,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139256, ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Direct Plan Dividend Option,nan,11.79500,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139257, JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan,nan,41.48750,Debt Scheme - Liquid Fund,,Open Ended Schemes,JM Financial Mutual Fund
139258, JM Liquid Fund Unclaimed Dividend (Direct) Growth Plan,nan,41.48750,Debt Scheme - Liquid Fund,,Open Ended Schemes,JM Financial Mutual Fund
139259, JM Liquid Fund Unclaimed Redemption IEF (Direct) Growth Plan,nan,41.44370,Debt Scheme - Liquid Fund,,Open Ended Schemes,JM Financial Mutual Fund
139260, JM Liquid Fund Unclaimed Dividend IEF (Direct) Growth Plan,nan,41.44370,Debt Scheme - Liquid Fund,,Open Ended Schemes,JM Financial Mutual Fund
139261, ICICI Prudential India Recovery Fund - Series 5 Direct Plan Dividend Option,nan,10.24000,Growth,,Close Ended Schemes,ICICI Prudential Mutual Fund
139262, ICICI Prudential India Recovery Fund - Series 5 Dividend Option,nan,9.98000,Growth,,Close Ended Schemes,ICICI Prudential Mutual Fund
139263, ICICI Prudential India Recovery Fund - Series 5 Cumulative Option,nan,13.13000,Growth,,Close Ended Schemes,ICICI Prudential Mutual Fund
139264, ICICI Prudential India Recovery Fund - Series 5 Direct Plan Cumulative Option,nan,13.48000,Growth,,Close Ended Schemes,ICICI Prudential Mutual Fund
139265, Reliance Fixed Horizon Fund XXX- Series 19- Growth Option,nan,10.00530,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139266, Reliance Fixed Horizon Fund XXX- Series 19- Dividend Payout Option,nan,10.00530,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139267, Reliance Fixed Horizon Fund XXX- Series 19- Direct Plan-Growth Option,nan,10.00550,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139268, Reliance Fixed Horizon Fund XXX- Series 19- Direct Plan-Dividend Payout Option,nan,10.00550,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139269, Kotak FMP Series 193 - Regular - Growth,nan,10.01360,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139271, Kotak FMP Series 193 - Direct - Growth,nan,10.01410,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139272, Kotak FMP Series 193 - Regular - Dividend Payout,nan,10.01360,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139283, HDFC FMP 1104D April 2016 (1) - Direct Option-Dividend Option,nan,10.00140,Income,,Close Ended Schemes,HDFC Mutual Fund
139284, HDFC FMP 1104D April 2016 (1) - Direct Option-Growth Option,nan,10.00140,Income,,Close Ended Schemes,HDFC Mutual Fund
139285, HDFC FMP 1104D April 2016 (1) - Direct Option-Quarterly Dividend Option,nan,10.00140,Income,,Close Ended Schemes,HDFC Mutual Fund
139286, HDFC FMP 1104D April 2016 (1) - Regular Option- Dividend Option,nan,10.00120,Income,,Close Ended Schemes,HDFC Mutual Fund
139287, HDFC FMP 1104D April 2016 (1) - Regular Option-Quarterly Dividend Option,nan,10.00120,Income,,Close Ended Schemes,HDFC Mutual Fund
139288, HDFC FMP 1104D April 2016 (1) - Regular Option-Growth Option,nan,10.00120,Income,,Close Ended Schemes,HDFC Mutual Fund
139295, ICICI Prudential Fixed Maturity Plan - Series 79 - 1218 Days Plan A Cumulative Option,nan,11.99740,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139296, ICICI Prudential Fixed Maturity Plan - Series 79 - 1218 Days Plan A Dividend Option,nan,11.99740,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139297, ICICI Prudential Fixed Maturity Plan - Series 79 - 1218 Days Plan A Direct Plan Cumulative Option,nan,12.15070,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139298, ICICI Prudential Fixed Maturity Plan - Series 79 - 1218 Days Plan A Direct Plan Dividend Option,nan,12.15070,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139303, DSP Savings Fund - Unclaimed Redemption - Upto 3 years,nan,,,,,
139304, DSP Savings Fund - Unclaimed Redemption - Beyond 3 years,nan,,,,,
139305, DSP Savings Fund - Unclaimed IDCW - Upto 3 years,nan,,,,,
139306, DSP Savings Fund - Unclaimed IDCW - Beyond 3 years,nan,,,,,
139307, HDFC DAF - II - 1111D April 2016 - Regular Option - Dividend option,nan,10.00420,Income,,Close Ended Schemes,HDFC Mutual Fund
139308, HDFC DAF - II - 1111D April 2016 - Direct Option - Dividend option,nan,10.00470,Income,,Close Ended Schemes,HDFC Mutual Fund
139309, HDFC DAF - II - 1111D April 2016 - Regular Option - Growth option,nan,10.00420,Income,,Close Ended Schemes,HDFC Mutual Fund
139310, HDFC DAF - II - 1111D April 2016 - Direct Option - Growth option,nan,10.00470,Income,,Close Ended Schemes,HDFC Mutual Fund
139311, HDFC FMP 1153D April 2016 (1) - Direct Option - Dividend Option,nan,10.00110,Income,,Close Ended Schemes,HDFC Mutual Fund
139312, HDFC FMP 1153D April 2016 (1) - Direct Option - Growth Option,nan,10.00110,Income,,Close Ended Schemes,HDFC Mutual Fund
139313, HDFC FMP 1153D April 2016 (1) - Regular Option - Dividend Option,nan,10.00080,Income,,Close Ended Schemes,HDFC Mutual Fund
139314, HDFC FMP 1153D April 2016 (1) - Regular Option - Quarterly Dividend Option,nan,10.00080,Income,,Close Ended Schemes,HDFC Mutual Fund
139315, HDFC FMP 1153D April 2016 (1) - Direct Option - Quarterly Dividend Option,nan,10.00110,Income,,Close Ended Schemes,HDFC Mutual Fund
139316, HDFC FMP 1153D April 2016 (1) - Regular Option - Growth Option,nan,10.00080,Income,,Close Ended Schemes,HDFC Mutual Fund
139331, Kotak FMP Series 194 - Regular - Dividend Payout,nan,10.01500,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139332, Kotak FMP Series 194 - Direct - Growth,nan,10.01550,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139333, Kotak FMP Series 194 - Regular- Growth,nan,10.01500,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139335, Nippon India Dual Advantage Fixed Tenure Fund IX- Plan D- Growth Option,nan,10.01230,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
139336, Nippon India Dual Advantage Fixed Tenure Fund IX- Plan D- Dividend Payout Option,nan,10.01230,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
139337, Nippon India Dual Advantage Fixed Tenure Fund IX- Plan D- Direct Plan-Growth Option,nan,10.01410,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
139338, Nippon India Dual Advantage Fixed Tenure Fund IX- Plan D- Direct Plan-Dividend Payout Option,nan,10.01410,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
139339, UTI Bond Fund - Direct Plan - Annual IDCW,nan,10.37090,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,UTI Mutual Fund
139340, ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Dividend Option,nan,11.70650,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139341, ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Direct Plan Cumulative Option,nan,11.78880,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139342, ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Cumulative Option,nan,11.70650,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139343, ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Direct Plan Dividend Option,nan,11.78770,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139345, Reliance Fixed Horizon Fund XXX- Series 20- Growth Option,nan,10.01630,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139346, Reliance Fixed Horizon Fund XXX- Series 20- Dividend Payout Option,nan,10.01630,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139347, Reliance Fixed Horizon Fund XXX- Series 20- Direct Plan-Growth Option,nan,10.01770,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139348, Reliance Fixed Horizon Fund XXX- Series 20- Direct Plan-Dividend Payout Option,nan,10.01770,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139359, Kotak Capital Protection Oriented Scheme - Series 4 - Regular Dividend,nan,10.01330,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139360, Kotak Capital Protection Oriented Scheme - Series 4 - Regular Growth,nan,10.01330,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139361, Kotak Capital Protection Oriented Scheme - Series 4 - Direct Dividend,nan,10.01420,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139362, Kotak Capital Protection Oriented Scheme - Series 4 - Direct Growth,nan,10.01420,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139363, HSBC Fixed Term Series 126 - Growth Option,nan,10.00640,Income,,Close Ended Schemes,HSBC Mutual Fund
139365, HSBC Fixed Term Series 126 - Direct Plan Growth Option,nan,10.00690,Income,,Close Ended Schemes,HSBC Mutual Fund
139366, HSBC Fixed Term Series 126 - Dividend Option,nan,10.00640,Income,,Close Ended Schemes,HSBC Mutual Fund
139367, Edelweiss ETF - Nifty 100 Quality 30,nan,210.96860,Other Scheme - Other  ETFs,,Open Ended Schemes,Edelweiss Mutual Fund
139368, ICICI Prudential Capital Protection Oriented Fund - Series X - 1235 Days Plan A Cumulative Option,nan,11.54130,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139369, ICICI Prudential Capital Protection Oriented Fund - Series X - 1235 Days Plan A Dividend Option,nan,11.54130,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139370, ICICI Prudential Capital Protection Oriented Fund - Series X - 1235 Days Plan A Direct Plan Dividend Option,nan,11.90100,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139371, ICICI Prudential Capital Protection Oriented Fund - Series X - 1235 Days Plan A Direct Plan Cumulative Option,nan,11.90100,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139376, Reliance Fixed Horizon Fund XXXI- Series 1- Growth Option,nan,10.01310,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139378, Reliance Fixed Horizon Fund XXXI- Series 1- Direct Plan-Dividend Payout Option,nan,10.01330,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139379, Reliance Fixed Horizon Fund XXXI- Series 1- Direct Plan-Growth Option,nan,10.01330,IDF,,IL&FS Mutual Fund,Reliance Mutual Fund
139380, HDFC FMP 1127D May 2016 (1)-Regular Option-Dividend Option,nan,10.00090,Income,,Close Ended Schemes,HDFC Mutual Fund
139382, HDFC FMP 1127D May 2016 (1)-Regular Option-Quarterly Dividend Option,nan,10.00090,Income,,Close Ended Schemes,HDFC Mutual Fund
139383, HDFC FMP 1127D May 2016 (1)-Direct Option-Dividend Option,nan,10.00120,Income,,Close Ended Schemes,HDFC Mutual Fund
139384, HDFC FMP 1127D May 2016 (1)-Regular Option-Growth Option,nan,10.00090,Income,,Close Ended Schemes,HDFC Mutual Fund
139385, HDFC FMP 1127D May 2016 (1)-Direct Option-Growth Option,nan,10.00120,Income,,Close Ended Schemes,HDFC Mutual Fund
139386, Navi Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years,nan,1684.31250,Debt Scheme - Liquid Fund,,Open Ended Schemes,Navi Mutual Fund
139387, Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years,nan,,,,,
139388, Invesco India Liquid Fund - Unclaimed Redemption Plan - Above 3 Years,nan,,,,,
139389, Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years,nan,,,,,
139390, Invesco India Liquid Fund - Unclaimed Dividend Plan - Above 3 Years,nan,,,,,
139393, UTI FTIF Series XXIV - XIV (1831 Days) - Direct Plan - Maturity IDCW,nan,9.99910,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
139395, UTI FTIF Series XXIV-XIV (1831 Days)- Regular Plan - Growth Option,nan,9.99830,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
139397, UTI FTIF Series XXIV - XIV (1831 Days) - Direct Plan - Quarterly IDCW,nan,9.99910,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
